user_id,fraud_score,risk_group,TransactionAmt,service_assignment
9026_545.0_185.0_137.0_visa_credit_nan_nan_gmail.com_gmail.com_172701.0_0.0_0.0_Found_nan_chrome generic_Windows,0.93007255,Fraude,11.842,Sin Paquete de Servicios
17188_321.0_150.0_226.0_visa_debit_310.0_nan_gmail.com_yahoo.com_100835.0_0.0_0.0_New_iOS 11.1.2_mobile safari 11.0_iOS Device,5.4908956e-05,Bajo riesgo,20.0,Paquete de Servicios completo
9633_130.0_185.0_138.0_visa_debit_nan_nan_hotmail.com_hotmail.com_123934.0_0.0_0.0_New_nan_chrome generic_Windows,5.1861978e-05,Bajo riesgo,21.751,Paquete de Servicios completo
4461_375.0_185.0_224.0_mastercard_debit_nan_nan_hotmail.com_hotmail.com_50189.0_0.0_0.0_New_nan_chrome 64.0_Windows,0.0021121146,Bajo riesgo,41.327,Paquete de Servicios completo
1085_500.0_185.0_219.0_mastercard_credit_nan_nan_anonymous.com_anonymous.com_145621.0_0.0_0.0_New_nan_chrome 65.0_Windows,0.0093891295,Bajo riesgo,23.608,Paquete de Servicios completo
17480_181.0_150.0_226.0_visa_credit_nan_nan_gmail.com_gmail.com_122994.0_0.0_0.0_New_nan_chrome 65.0_Windows,0.0019464653,Bajo riesgo,54.383,Paquete de Servicios completo
5409_170.0_150.0_226.0_visa_credit_184.0_nan_gmail.com_gmail.com_61065.0_5.0_0.0_Found_Windows 10_chrome 63.0_Windows,0.0010477324,Bajo riesgo,100.0,Paquete de Servicios completo
3154_408.0_185.0_224.0_mastercard_debit_nan_nan_gmail.com_gmail.com_152828.0_0.0_0.0_Found_nan_firefox 58.0_Windows,0.53081846,Riesgo medio,93.711,Paquete de Servicios medio
7664_490.0_150.0_226.0_visa_debit_264.0_nan_yahoo.com_yahoo.com_53633.0_23.0_-33.0_New_iOS 10.2.1_mobile safari 10.0_iOS Device,7.195304e-05,Bajo riesgo,100.0,Paquete de Servicios completo
12098_555.0_131.0_226.0_visa_credit_nan_nan_hotmail.com_hotmail.com_413629.0_0.0_0.0_New_nan_firefox 48.0_rv:48.0,3.8705813e-05,Bajo riesgo,30.74,Paquete de Servicios completo
9803_583.0_150.0_226.0_visa_credit_126.0_nan_aol.com_gmail.com_168294.0_0.0_0.0_New_iOS 10.3.3_mobile safari 10.0_iOS Device,0.0020816035,Bajo riesgo,100.0,Paquete de Servicios completo
5456_555.0_150.0_117.0_mastercard_debit_472.0_nan_anonymous.com_anonymous.com_188229.0_21.0_-72.0_New_Windows 7_ie 11.0 for desktop_Trident/7.0,0.00054484204,Bajo riesgo,150.0,Paquete de Servicios completo
15885_545.0_185.0_138.0_visa_debit_nan_nan_gmail.com_gmail.com_242239.0_0.0_-8.0_Found_nan_chrome 64.0 for android_SM-G955F Build/NRD90M,0.0005186736,Bajo riesgo,23.624,Paquete de Servicios completo
6019_583.0_150.0_226.0_visa_credit_469.0_nan_yahoo.com_yahoo.com_83989.0_0.0_0.0_Found_Windows 10_firefox 57.0_Windows,0.00012712447,Bajo riesgo,250.0,Paquete de Servicios completo
5362_399.0_150.0_236.0_american express_credit_472.0_nan_gmail.com_gmail.com_64480.0_18.0_-4.0_New_Windows 7_chrome 63.0_Windows,0.00040134616,Bajo riesgo,200.0,Paquete de Servicios completo
1838_463.0_144.0_147.0_visa_credit_nan_nan_hotmail.com_hotmail.com_77953.0_1.0_0.0_New_nan_chrome 65.0_Windows,0.0061934157,Bajo riesgo,83.49,Paquete de Servicios completo
9633_296.0_185.0_138.0_visa_debit_nan_nan_gmail.com_gmail.com_221225.0_0.0_0.0_Found_nan_chrome 63.0_Windows,0.23548968,Bajo riesgo,28.458,Paquete de Servicios completo
12776_399.0_150.0_137.0_american express_credit_123.0_nan_verizon.net_anonymous.com_84967.0_0.0_0.0_New_Windows 10_edge 16.0_Windows,0.0012800071,Bajo riesgo,250.0,Paquete de Servicios completo
18268_583.0_150.0_226.0_visa_credit_272.0_nan_gmail.com_yahoo.com_376731.0_0.0_-9.0_Found_Windows 7_chrome 63.0_Windows,0.9999224,Fraude,100.0,Sin Paquete de Servicios
2616_327.0_150.0_102.0_discover_credit_251.0_nan_gmail.com_gmail.com_76980.0_0.0_-5.0_New_Windows 7_ie 11.0 for desktop_Trident/7.0,0.0009788483,Bajo riesgo,350.0,Paquete de Servicios completo
14748_399.0_150.0_146.0_american express_credit_441.0_nan_aol.com_aol.com_494255.0_0.0_0.0_Found_Windows 10_chrome 60.0_Windows,0.0001947357,Bajo riesgo,600.0,Paquete de Servicios completo
18156_491.0_150.0_226.0_visa_debit_444.0_nan_yahoo.com_gmail.com_14324.0_0.0_0.0_Found_Mac OS X 10_10_5_safari generic_MacOS,0.005314695,Bajo riesgo,100.0,Paquete de Servicios completo
15885_545.0_185.0_138.0_visa_debit_nan_nan_gmail.com_gmail.com_126097.0_-8.0_-100.0_Found_nan_chrome 52.0 for android_CRO-L03 Build/HUAWEICRO-L03,0.9920561,Fraude,21.887,Sin Paquete de Servicios
14561_236.0_150.0_162.0_visa_credit_204.0_nan_gmail.com_gmail.com_61486.0_9.0_-52.0_Found_Windows 7_ie 11.0 for desktop_Trident/7.0,0.003276257,Bajo riesgo,50.0,Paquete de Servicios completo
15885_545.0_185.0_138.0_visa_debit_nan_nan_outlook.com_outlook.com_255836.0_0.0_0.0_New_nan_chrome 63.0_Windows,0.0035015596,Bajo riesgo,13.992,Paquete de Servicios completo
16136_204.0_185.0_138.0_visa_debit_nan_nan_gmail.com_gmail.com_198229.0_0.0_0.0_New_nan_chrome generic_Windows,0.0040887143,Bajo riesgo,3.829,Paquete de Servicios completo
15885_545.0_185.0_138.0_visa_debit_nan_nan_hotmail.com_hotmail.com_150044.0_0.0_0.0_New_nan_chrome generic_Moto G (5) Plus Build/NPN25.137-92,0.052842285,Bajo riesgo,31.781,Paquete de Servicios completo
2256_545.0_185.0_226.0_visa_credit_nan_nan_hotmail.com_hotmail.com_233050.0_-5.0_-6.0_New_nan_edge 16.0_Windows,0.01147064,Bajo riesgo,64.185,Paquete de Servicios completo
11491_399.0_150.0_146.0_american express_credit_181.0_nan_anonymous.com_anonymous.com_173237.0_16.0_-40.0_Found_Windows 7_ie 11.0 for desktop_Trident/7.0,9.828951e-06,Bajo riesgo,1000.0,Paquete de Servicios completo
10791_399.0_150.0_102.0_american express_credit_126.0_nan_aol.com_comcast.net_111609.0_0.0_0.0_New_Mac OS X 10_13_2_safari generic_MacOS,0.0005977964,Bajo riesgo,150.0,Paquete de Servicios completo
13979_474.0_150.0_226.0_visa_credit_143.0_nan_anonymous.com_anonymous.com_103752.0_0.0_0.0_Found_Windows 10_ie 11.0 for desktop_Trident/7.0,0.0006272999,Bajo riesgo,150.0,Paquete de Servicios completo
13844_583.0_150.0_226.0_visa_credit_325.0_nan_gmail.com_gmail.com_198701.0_1.0_-5.0_New_iOS 11.2.1_mobile safari 11.0_iOS Device,0.0054057664,Bajo riesgo,100.0,Paquete de Servicios completo
1893_514.0_150.0_224.0_mastercard_credit_325.0_nan_rocketmail.com_aol.com_169739.0_2.0_-6.0_Found_iOS 11.2.5_mobile safari generic_iOS Device,0.48936,Riesgo medio,50.0,Paquete de Servicios medio
9633_296.0_185.0_138.0_visa_debit_nan_nan_hotmail.com_hotmail.com_178109.0_0.0_0.0_New_nan_chrome 57.0 for android_ONE,0.01007547,Bajo riesgo,43.725,Paquete de Servicios completo
16095_500.0_185.0_224.0_mastercard_credit_nan_nan_gmail.com_gmail.com_577712.0_0.0_0.0_New_nan_chrome generic for android_SM-G955F Build/NRD90M,0.007203855,Bajo riesgo,40.085,Paquete de Servicios completo
16659_170.0_150.0_226.0_visa_credit_472.0_nan_gmail.com_verizon.net_75388.0_0.0_0.0_New_Mac OS X 10_12_6_safari 11.0_MacOS,0.0006689261,Bajo riesgo,100.0,Paquete de Servicios completo
18301_459.0_185.0_224.0_mastercard_credit_nan_nan_gmail.com_gmail.com_199803.0_0.0_-6.0_Found_nan_chrome 66.0 for android_G3123 Build/40.0.A.6.175,0.7558782,Riesgo alto,35.044,Paquete de Servicios simple
14128_170.0_150.0_219.0_mastercard_credit_330.0_nan_gmail.com_gmail.com_69684.0_0.0_0.0_Found_Windows 10_chrome 63.0_Windows,0.00045503536,Bajo riesgo,150.0,Paquete de Servicios completo
3154_408.0_185.0_224.0_mastercard_debit_nan_nan_gmail.com_gmail.com_203147.0_0.0_0.0_New_nan_chrome generic_Moto G (4) Build/NPJS25.93-14-10,0.0007377955,Bajo riesgo,18.382,Paquete de Servicios completo
5812_408.0_185.0_224.0_mastercard_debit_nan_nan_hotmail.com_hotmail.com_104686.0_0.0_-13.0_Found_nan_chrome generic_Windows,0.00022672019,Bajo riesgo,21.328,Paquete de Servicios completo
12487_399.0_150.0_102.0_american express_credit_299.0_nan_anonymous.com_anonymous.com_113971.0_1.0_0.0_Found_Windows 10_chrome 63.0_Windows,0.00036957042,Bajo riesgo,250.0,Paquete de Servicios completo
14496_399.0_150.0_150.0_american express_credit_184.0_nan_comcast.net_gmail.com_254030.0_0.0_0.0_New_Windows 8.1_firefox 59.0_Windows,0.13617292,Bajo riesgo,50.0,Paquete de Servicios completo
10568_204.0_185.0_226.0_visa_credit_nan_nan_hotmail.com_hotmail.com_213663.0_0.0_0.0_Found_nan_chrome 63.0_Windows,0.0004415944,Bajo riesgo,23.93,Paquete de Servicios completo
9350_111.0_150.0_162.0_visa_credit_299.0_nan_charter.net_charter.net_67955.0_1.0_0.0_New_Mac OS X 10_13_1_safari generic_MacOS,1.0548056e-05,Bajo riesgo,150.0,Paquete de Servicios completo
13307_428.0_150.0_166.0_visa_debit_325.0_nan_anonymous.com_anonymous.com_93353.0_4.0_-21.0_Found_iOS 11.2.5_mobile safari generic_iOS Device,0.0031999103,Bajo riesgo,25.0,Paquete de Servicios completo
12883_404.0_150.0_226.0_visa_credit_184.0_nan_gmail.com_gmail.com_90367.0_0.0_0.0_New_Windows 10_edge 16.0_Windows,0.0024531342,Bajo riesgo,30.0,Paquete de Servicios completo
9633_130.0_185.0_138.0_visa_debit_nan_nan_anonymous.com_anonymous.com_26757.0_0.0_0.0_Found_nan_chrome 64.0_Windows,0.0091228355,Bajo riesgo,25.014,Paquete de Servicios completo
9500_321.0_150.0_226.0_visa_debit_251.0_nan_anonymous.com_yahoo.com_116716.0_24.0_-100.0_New_Windows 7_ie 11.0 for desktop_Trident/7.0,0.0005947092,Bajo riesgo,50.0,Paquete de Servicios completo
1078_512.0_150.0_226.0_visa_debit_485.0_nan_aol.com_gmail.com_175024.0_1.0_-11.0_New_iOS 10.3.3_mobile safari 10.0_iOS Device,0.0008548912,Bajo riesgo,100.0,Paquete de Servicios completo
2994_555.0_150.0_226.0_visa_debit_299.0_nan_gmail.com_gmail.com_118448.0_0.0_0.0_Found_Windows 8.1_chrome 62.0_Windows,0.0016510346,Bajo riesgo,150.0,Paquete de Servicios completo
4586_399.0_150.0_146.0_american express_credit_177.0_nan_anonymous.com_gmail.com_59682.0_0.0_0.0_New_Windows 8.1_chrome 63.0_Windows,0.000103922466,Bajo riesgo,100.0,Paquete de Servicios completo
10573_399.0_150.0_223.0_american express_credit_126.0_nan_aol.com_anonymous.com_92174.0_21.0_-6.0_New_Windows 7_ie 11.0 for desktop_Trident/7.0,0.0003422494,Bajo riesgo,200.0,Paquete de Servicios completo
16568_321.0_150.0_195.0_visa_debit_469.0_nan_yahoo.com_yahoo.com_90600.0_8.0_-5.0_New_iOS 11.3.0_mobile safari generic_iOS Device,8.319974e-05,Bajo riesgo,100.0,Paquete de Servicios completo
9803_583.0_150.0_226.0_visa_credit_143.0_nan_gmail.com_hotmail.com_18806.0_0.0_0.0_New_Windows 7_chrome 63.0_Windows,0.74179524,Riesgo alto,50.0,Paquete de Servicios simple
10019_590.0_150.0_166.0_mastercard_debit_299.0_nan_gmail.com_gmail.com_132795.0_0.0_0.0_New_iOS 11.2.6_mobile safari generic_iOS Device,0.0017089043,Bajo riesgo,50.0,Paquete de Servicios completo
4425_562.0_150.0_197.0_mastercard_credit_330.0_nan_anonymous.com_anonymous.com_109217.0_9.0_-19.0_Found_Windows 7_ie 11.0 for desktop_rv:11.0,0.0012723046,Bajo riesgo,150.0,Paquete de Servicios completo
9633_130.0_185.0_138.0_visa_debit_nan_nan_hotmail.com_hotmail.com_156213.0_0.0_0.0_New_nan_chrome 65.0_Windows,0.003317185,Bajo riesgo,25.618,Paquete de Servicios completo
14426_111.0_150.0_224.0_mastercard_debit_272.0_nan_gmail.com_gmail.com_88275.0_0.0_-1.0_New_iOS 11.2.1_mobile safari generic_iOS Device,0.014693531,Bajo riesgo,15.0,Paquete de Servicios completo
13809_583.0_150.0_226.0_visa_credit_123.0_nan_anonymous.com_anonymous.com_106451.0_0.0_0.0_Found_Windows 7_chrome 63.0_Windows,0.00057697075,Bajo riesgo,75.0,Paquete de Servicios completo
6741_583.0_150.0_195.0_visa_credit_512.0_nan_anonymous.com_gmail.com_109021.0_0.0_-1.0_New_Windows 10_edge 16.0_Windows,0.0012612724,Bajo riesgo,250.0,Paquete de Servicios completo
15063_514.0_150.0_226.0_visa_credit_420.0_nan_gmail.com_gmail.com_56616.0_0.0_0.0_Found_Windows 7_chrome 63.0_Windows,0.0050019235,Bajo riesgo,50.0,Paquete de Servicios completo
3154_408.0_185.0_224.0_mastercard_debit_nan_nan_anonymous.com_anonymous.com_222877.0_0.0_0.0_New_nan_chrome 63.0_Windows,0.0013187075,Bajo riesgo,100.976,Paquete de Servicios completo
9026_545.0_185.0_137.0_visa_credit_nan_nan_gmail.com_gmail.com_121883.0_0.0_-7.0_New_nan_ie_Windows NT 6.2,0.040198416,Bajo riesgo,17.091,Paquete de Servicios completo
15885_545.0_185.0_138.0_visa_debit_nan_nan_hotmail.com_hotmail.com_217157.0_0.0_0.0_Found_nan_chrome 64.0_Windows,0.0053012236,Bajo riesgo,15.649,Paquete de Servicios completo
12544_321.0_150.0_226.0_visa_debit_476.0_nan_anonymous.com_anonymous.com_88651.0_3.0_0.0_New_Windows 10_chrome 62.0_Windows,0.0004799716,Bajo riesgo,200.0,Paquete de Servicios completo
6019_583.0_150.0_226.0_visa_credit_299.0_nan_gmail.com_ymail.com_162270.0_1.0_0.0_New_Windows 7_chrome 63.0_Windows,0.0028565652,Bajo riesgo,50.0,Paquete de Servicios completo
3821_111.0_150.0_219.0_mastercard_credit_472.0_nan_anonymous.com_gmail.com_136042.0_0.0_0.0_New_Windows 7_chrome 63.0_Windows,0.00014805727,Bajo riesgo,100.0,Paquete de Servicios completo
16062_500.0_185.0_137.0_mastercard_credit_nan_nan_anonymous.com_anonymous.com_322849.0_0.0_-6.0_New_nan_chrome 63.0_Windows,0.0009999998,Bajo riesgo,32.143,Paquete de Servicios completo
17782_408.0_185.0_226.0_visa_debit_130.0_nan_hotmail.com_hotmail.com_188303.0_0.0_0.0_Found_nan_firefox_rv:57.0,0.007721683,Bajo riesgo,51.055,Paquete de Servicios completo
12498_500.0_185.0_137.0_mastercard_credit_nan_nan_gmail.com_gmail.com_302470.0_3.0_-1.0_Found_nan_chrome 64.0 for android_HUAWEI VNS-L23 Build/HUAWEIVNS-L23,0.9955012,Fraude,17.281,Sin Paquete de Servicios
16485_174.0_150.0_226.0_visa_debit_330.0_nan_yahoo.com_yahoo.com_69167.0_0.0_-5.0_Found_iOS 11.3.0_mobile safari 11.0_iOS Device,0.045240197,Bajo riesgo,112.0,Paquete de Servicios completo
3154_408.0_185.0_224.0_mastercard_debit_nan_nan_outlook.com_outlook.com_65792.0_0.0_0.0_Found_nan_chrome 64.0_Windows,0.00038330717,Bajo riesgo,6.344,Paquete de Servicios completo
6481_111.0_150.0_226.0_visa_debit_337.0_nan_gmail.com_gmail.com_364567.0_18.0_-12.0_New_iOS 11.2.1_mobile safari 11.0_iOS Device,0.0005223998,Bajo riesgo,30.0,Paquete de Servicios completo
3154_408.0_185.0_224.0_mastercard_debit_nan_nan_gmail.com_gmail.com_382193.0_0.0_0.0_Found_nan_chrome 62.0 for android_Lenovo K33b36 Build/NRD90N,0.009557909,Bajo riesgo,100.742,Paquete de Servicios completo
1854_216.0_150.0_195.0_visa_credit_184.0_nan_anonymous.com_gmail.com_111629.0_11.0_-6.0_New_Mac OS X 10_12_6_safari generic_MacOS,0.0026987894,Bajo riesgo,75.0,Paquete de Servicios completo
8695_170.0_150.0_226.0_visa_credit_205.0_nan_gmail.com_gmail.com_123743.0_0.0_0.0_Found_Windows 10_chrome 61.0_Windows,5.243206e-05,Bajo riesgo,150.0,Paquete de Servicios completo
7826_481.0_150.0_224.0_mastercard_debit_387.0_nan_hotmail.com_yahoo.com_59099.0_0.0_0.0_New_Windows 7_ie 11.0 for desktop_Trident/7.0,0.00013457751,Bajo riesgo,100.0,Paquete de Servicios completo
2744_490.0_150.0_195.0_visa_debit_264.0_nan_gmail.com_yahoo.com_58928.0_13.0_-15.0_New_iOS 11.1.2_mobile safari generic_iOS Device,8.440473e-05,Bajo riesgo,100.0,Paquete de Servicios completo
12883_404.0_150.0_226.0_visa_credit_nan_nan_yahoo.com_yahoo.com_248969.0_0.0_0.0_Found_nan_other_SM-T560NU Build/NMF26X,0.0010118089,Bajo riesgo,27.401,Paquete de Servicios completo
11078_492.0_150.0_117.0_mastercard_debit_343.0_nan_gmail.com_yahoo.com_117704.0_23.0_-23.0_New_iOS 11.2.6_mobile safari generic_iOS Device,0.012555215,Bajo riesgo,200.0,Paquete de Servicios completo
16659_170.0_150.0_226.0_visa_credit_299.0_nan_gmail.com_gmail.com_181483.0_2.0_0.0_Found_Android 7.0_chrome 64.0 for android_SM-G928V Build/NRD90M,0.00019980247,Bajo riesgo,125.0,Paquete de Servicios completo
9300_103.0_185.0_138.0_visa_debit_nan_nan_gmail.com_gmail.com_112410.0_-3.0_-41.0_New_nan_chrome 63.0 for android_TA-1039 Build/NMF26F,0.8141513,Riesgo alto,11.427,Paquete de Servicios simple
15885_545.0_185.0_138.0_visa_debit_nan_nan_gmail.com_gmail.com_565129.0_0.0_-6.0_New_nan_chrome 60.0 for android_C1904,0.0032631382,Bajo riesgo,18.066,Paquete de Servicios completo
13193_396.0_150.0_224.0_mastercard_credit_327.0_nan_gmail.com_gmail.com_76963.0_9.0_-11.0_Found_Windows 10_chrome 63.0_Windows,0.00022710572,Bajo riesgo,150.0,Paquete de Servicios completo
6558_543.0_150.0_224.0_mastercard_debit_264.0_nan_yahoo.com_anonymous.com_86567.0_0.0_0.0_New_iOS 10.3.3_mobile safari 10.0_iOS Device,0.00019264236,Bajo riesgo,50.0,Paquete de Servicios completo
9026_545.0_185.0_137.0_visa_credit_nan_nan_hotmail.com_hotmail.com_106283.0_0.0_0.0_Found_nan_chrome 66.0 for android_Moto G (4) Build/NPJS25.93-14-15,0.022632586,Bajo riesgo,23.608,Paquete de Servicios completo
9300_103.0_185.0_138.0_visa_debit_161.0_nan_hotmail.com_hotmail.com_95639.0_0.0_0.0_New_nan_chrome 63.0_Windows,0.008265628,Bajo riesgo,14.692,Paquete de Servicios completo
6019_583.0_150.0_226.0_visa_credit_191.0_nan_cableone.net_cableone.net_119384.0_2.0_0.0_New_iOS 11.2.1_mobile safari 11.0_iOS Device,0.023639422,Bajo riesgo,400.0,Paquete de Servicios completo
11518_479.0_150.0_195.0_visa_debit_436.0_nan_gmail.com_gmail.com_82497.0_0.0_0.0_Found_Windows 10_chrome 63.0_Windows,0.00019668553,Bajo riesgo,100.0,Paquete de Servicios completo
2249_343.0_150.0_195.0_visa_credit_315.0_nan_yahoo.com_yahoo.com_78163.0_0.0_0.0_Found_Mac OS X 10_9_5_safari generic_MacOS,0.00013355074,Bajo riesgo,100.0,Paquete de Servicios completo
6019_583.0_150.0_226.0_visa_credit_315.0_nan_gmail.com_gmail.com_53322.0_0.0_0.0_New_Mac OS X 10_10_5_safari generic_MacOS,6.452442e-05,Bajo riesgo,50.0,Paquete de Servicios completo
11919_170.0_150.0_224.0_mastercard_debit_330.0_nan_gmail.com_gmail.com_36837.0_4.0_-5.0_New_Android 7.1.1_chrome 63.0 for android_Nexus,0.0024095343,Bajo riesgo,150.0,Paquete de Servicios completo
13844_583.0_150.0_226.0_visa_credit_441.0_nan_gmail.com_gmail.com_101417.0_0.0_0.0_New_Mac OS X 10_11_6_safari generic_MacOS,0.00018695182,Bajo riesgo,200.0,Paquete de Servicios completo
10616_583.0_150.0_226.0_visa_credit_325.0_nan_hotmail.com_gmail.com_108832.0_0.0_0.0_New_iOS 11.3.0_mobile safari generic_iOS Device,0.00093684805,Bajo riesgo,75.0,Paquete de Servicios completo
2256_545.0_185.0_226.0_visa_credit_nan_nan_gmail.com_gmail.com_57655.0_1.0_0.0_New_nan_firefox 57.0_Windows,0.1965069,Bajo riesgo,41.976,Paquete de Servicios completo
6741_583.0_150.0_195.0_visa_credit_337.0_nan_anonymous.com_anonymous.com_387391.0_0.0_0.0_Found_Mac OS X 10_13_3_chrome 65.0_MacOS,1.6395239e-05,Bajo riesgo,150.0,Paquete de Servicios completo
16659_170.0_150.0_226.0_visa_credit_299.0_nan_yahoo.com_anonymous.com_106303.0_0.0_0.0_Found_Windows 10_chrome 63.0_Windows,5.3275635e-05,Bajo riesgo,100.0,Paquete de Servicios completo
14715_399.0_150.0_146.0_american express_credit_181.0_nan_gmail.com_anonymous.com_181368.0_4.0_-37.0_Found_Windows 8.1_ie 11.0 for desktop_Trident/7.0,1.8654077e-06,Bajo riesgo,750.0,Paquete de Servicios completo
5044_555.0_150.0_226.0_visa_debit_310.0_nan_gmail.com_gmail.com_17996.0_0.0_-13.0_Found_Windows 7_chrome 63.0_Windows,0.0077654985,Bajo riesgo,175.0,Paquete de Servicios completo
1724_583.0_150.0_226.0_visa_credit_123.0_nan_msn.com_msn.com_142343.0_2.0_-4.0_New_iOS 11.2.6_mobile safari generic_iOS Device,0.0029986682,Bajo riesgo,200.0,Paquete de Servicios completo
7717_555.0_150.0_102.0_mastercard_credit_nan_nan_gmail.com_gmail.com_169633.0_0.0_0.0_Found_nan_chrome 63.0 for android_SM-N920T Build/NRD90M,0.0014304549,Bajo riesgo,27.518,Paquete de Servicios completo
5812_408.0_185.0_224.0_mastercard_debit_130.0_nan_gmail.com_gmail.com_277731.0_0.0_0.0_New_nan_chrome 62.0 for android_5025G Build/LMY47I,0.0076508247,Bajo riesgo,20.405,Paquete de Servicios completo
13832_375.0_185.0_224.0_mastercard_debit_nan_nan_hotmail.com_hotmail.com_372609.0_0.0_0.0_New_nan_chrome 62.0 for android_ALP-L09 Build/HUAWEIALP-L09,0.0011088733,Bajo riesgo,42.114,Paquete de Servicios completo
11106_100.0_150.0_226.0_visa_credit_476.0_nan_gmail.com_gmail.com_301688.0_14.0_-28.0_New_Android 7.1.1_samsung browser 6.4_SAMSUNG SM-N950U Build/NMF26X,0.8300078,Riesgo alto,350.0,Paquete de Servicios simple
2650_142.0_185.0_224.0_mastercard_debit_nan_nan_hotmail.com_hotmail.com_150959.0_0.0_0.0_New_nan_chrome 66.0 for android_SM-J530GM Build/NRD90M,0.0147256525,Bajo riesgo,16.371,Paquete de Servicios completo
16659_170.0_150.0_226.0_visa_credit_441.0_nan_gmail.com_yahoo.com_92744.0_0.0_0.0_New_Windows 10_chrome 63.0_Windows,0.0032102864,Bajo riesgo,50.0,Paquete de Servicios completo
16136_204.0_185.0_138.0_visa_debit_nan_nan_hotmail.com_hotmail.com_224479.0_0.0_0.0_New_nan_chrome 63.0 for android_HTC Desire 10 lifestyle Build/MMB29M,0.00025407548,Bajo riesgo,20.059,Paquete de Servicios completo
